brand, product, price, shipping, hyperlink
EVGA,EVGA GeForce 210 DirectX 10.1 01G-P3-1313-KR 1GB 64-Bit DDR3 PCI Express 2.0 HDCP Ready Low Profile Ready Video Card,$42.14,Free Shipping,https://www.newegg.com/evga-geforce-210-01g-p3-1313-kr/p/1FT-001K-003A3?Item=9SIAFJ8A0G7725
ASUS,ASUS Turbo GeForce GTX 1070 Ti TURBO-GTX1070TI-8G 8GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card,$670.00,Free Shipping,https://www.newegg.com/asus-geforce-gtx-1070-ti-turbo-gtx1070ti-8g/p/N82E16814126226?Item=9SIAE8D91Y8027
EVGA,EVGA GeForce GTX 1080 FTW2 GAMING iCX| 08G-P4-6686-KR| 8GB GDDR5X| RGB LED| 9 Thermal Sensors| Asynchronous Fan Control| Thermal Display LED System| Optimized Airflow Fin Design| Die Cast/Form Fitted,$849.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1080-08g-p4-6686-kr/p/N82E16814487319?Item=9SIAE8D98G6722
EVGA,EVGA GeForce GTX 1070 Ti SC GAMING 08G-P4-5671-KR 8GB GDDR5 ACX 3.0 & Black Edition,$680.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1070-ti-08g-p4-5671-kr/p/N82E16814487387?Item=9SIAE8D95X1018
EVGA,EVGA GeForce GTX 1070 FTW2 GAMING iCX| 08G-P4-6676-KR| 8GB GDDR5| RGB LED| 9 Thermal Sensors| Asynchronous Fan Control| Thermal Display LED System| Optimized Airflow Fin Design,$625.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1070-08g-p4-6676-kr/p/N82E16814487321?Item=9SIAE8D8EV4453
None,MAXSUN GeForce GT 710 DirectX 12 GT 710 HHII2G 2GB 64-Bit DDR3 PCI Express 2.0 x16 Video Card HDMI+DVI+VGA,$79.89,Free Shipping,https://www.newegg.com/maxsun-geforce-gt-710-gt-710-hhpiii2g/p/1FT-009J-00018?Item=9SIADJRBG86913
MSI,MSI GeForce GT 730 DirectX 12 N730K-2GD5LP/OC 2GB 64-Bit GDDR5 PCI Express 2.0 x16 HDCP Ready Video Card,$89.99,$3.99 Shipping,https://www.newegg.com/msi-geforce-gt-730-n730k-2gd5lp-oc/p/N82E16814127852?Item=N82E16814127852
EVGA,EVGA GeForce GTX 1060 DirectX 12 06G-P4-6268-KR 6GB 192-Bit GDDR5 PCI Express 3.0 FTW GAMING ACX 3.0 Video Card,$489.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1060-06g-p4-6268-kr/p/N82E16814487269?Item=9SIAE8DBB29175
ASUS,ASUS GeForce GTX 1080 Ti DirectX 12 TURBO-GTX1080TI-11G 11GB 352-Bit GDDR5X PCI Express 3.0 HDCP Ready SLI Support Video Card,$1100.00,Free Shipping,https://www.newegg.com/asus-geforce-gtx-1080-ti-turbo-gtx1080ti-11g/p/N82E16814126188?Item=9SIAE8D8EG9251
MSI,MSI GeForce GTX 1070 Ti DirectX 12 GTX 1070 Ti DUKE 8G 8GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,$685.00,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1070-ti-gtx-1070-ti-duke-8g/p/N82E16814137258?Item=9SIAE8D9AT0566
EVGA,EVGA GeForce GTX 1080 GAMING ACX 3.0| 08G-P4-6181-KR| 8GB GDDR5X| LED| DX12 OSD Support (PXOC),$860.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1080-08g-p4-6181-kr/p/N82E16814487246?Item=9SIAE8D8A19178
EVGA,EVGA GeForce GTX 1070 Ti GAMING 08G-P4-5678-KR 8GB GDDR5 SC HYBRID & LED,$690.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1070-ti-08g-p4-5678-kr/p/N82E16814487390?Item=9SIAE8D9WE2635
EVGA,EVGA GeForce GTX 1080 FTW Hydro Copper GAMING| 08G-P4-6299-KR| 8GB GDDR5X| LED| DX12 OSD Support (PXOC),$849.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1080-08g-p4-6299-kr/p/N82E16814487285?Item=9SIAE8D96W3461
ASUS,ASUS Dual GeForce GTX 1070 DirectX 12 DUAL-GTX1070-O8G 8GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card,$610.00,Free Shipping,https://www.newegg.com/asus-geforce-gtx-1070-dual-gtx1070-o8g/p/N82E16814126119?Item=9SIAE8DB6E1491
ASUS,ASUS GeForce GTX 1080 TURBO-GTX1080-8G 8GB 256-Bit GDDR5X PCI Express 3.0 HDCP Ready SLI Support Video Card,$819.00,Free Shipping,https://www.newegg.com/asus-geforce-gtx-1080-turbo-gtx1080-8g/p/N82E16814126110?Item=9SIAE8D8NU8852
MSI,MSI GeForce GTX 1060 6GT OC GDDR5 6GB Dual Fan OC,$437.46,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1060-gtx-1060-6gt-oc/p/N82E16814127965?Item=9SIA5758ND5008
EVGA,EVGA GeForce GTX 1070 Founders Edition| 08G-P4-6170-KR| 8GB GDDR5| LED| DX12 OSD Support (PXOC),$620.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1070-fe-08g-p4-6170-kr/p/N82E16814487247?Item=9SIAE8D8E40019
ASUS,ASUS GeForce GT 710 1GB GDDR5 HDMI VGA DVI Graphics Card (GT710-SL-1GD5-BRK),$44.99,$6.99 Shipping,https://www.newegg.com/asus-geforce-gt-710-gt710-sl-1gd5-brk/p/N82E16814126221?Item=N82E16814126221
MSI,MSI GeForce GTX 1070 DirectX 12 GTX 1070 AERO 8G OC 8GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card,$605.00,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1070-gtx-1070-aero-8g-oc/p/N82E16814127948?Item=9SIAE8D9BH0854
EVGA,EVGA GeForce GTX 1070 Ti DirectX 12 08G-P4-6678-KR 8GB 256-Bit GDDR5 PCI Express 3.0 SLI Support Video Card,$685.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1070-ti-08g-p4-6678-kr/p/N82E16814487392?Item=9SIAE8D8U56154
EVGA,EVGA GeForce GTX 1070 SC GAMING ACX 3.0 Black Edition| 08G-P4-5173-KR| 8GB GDDR5| LED| DX12 OSD Support (PXOC),$620.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1070-08g-p4-5173-kr/p/N82E16814487265?Item=9SIAE8D8EV4132
MSI,MSI GeForce 210 DirectX 10.1 N210-MD1G/D3 1GB 64-Bit DDR3 PCI Express 2.0 x16 HDCP Ready Low Profile Ready Video Card,$47.55,Free Shipping,https://www.newegg.com/msi-geforce-210-n210-md1g-d3/p/N82E16814127515?Item=9SIA6ZPB1H8273
ASUS,ASUS Cerberus GeForce GTX 1070 Ti CERBERUS-GTX1070TI-A8G-GAMING 8GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card,$670.00,Free Shipping,https://www.newegg.com/asus-geforce-gtx-1070-ti-cerberus-gtx1070ti-a8g-gaming/p/N82E16814126231?Item=9SIAE8D9831169
EVGA,EVGA GeForce GTX 1070 FTW HYBRID GAMING| 08G-P4-6278-KR| 8GB GDDR5| RGB LED| All-In-One Watercooling with 10CM FAN| 10 Power Phases| Double BIOS| DX12 OSD Support (PXOC),$1228.99,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1070-08g-p4-6278-kr/p/N82E16814487264?Item=9SIA4RE8D56561
ASUS,ASUS ROG GeForce GTX 1080 DirectX 12 STRIX-GTX1080-O8G-GAMING 8GB 256-Bit GDDR5X PCI Express 3.0 HDCP Ready SLI Support Video Card,$910.00,Free Shipping,https://www.newegg.com/asus-geforce-gtx-1080-strix-gtx1080-o8g-gaming/p/N82E16814126103?Item=9SIAE8D8EG8698
GIGABYTE,GIGABYTE GeForce GTX 1060 DirectX 12 GV-N1060IXOC-6GD 6GB 192-Bit GDDR5 PCI Express 3.0 x16 ATX Video Card,$489.00,Free Shipping,https://www.newegg.com/gigabyte-geforce-gtx-1060-gv-n1060ixoc-6gd/p/N82E16814125903?Item=9SIAE8D8KP1836
EVGA,EVGA GeForce GTX 1070 GAMING| 8GB GDDR5| DX12 OSD Support| Graphics Cards (08G-P4-5170-KR),$620.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1070-gaming-08g-p4-5170-kr/p/N82E16814487277?Item=9SIAE8D9C27473
EVGA,EVGA GeForce GTX 1080 DirectX 12 08G-P4-5180-KR 8GB 256-Bit GDDR5X PCI Express 3.0 SLI Support GAMING Video Card,$860.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1080-08g-p4-5180-kr/p/N82E16814487278?Item=9SIAE8D8F33985
EVGA,EVGA GeForce GTX 1070 Ti GAMING 08G-P4-5670-KR 8GB GDDR5,$685.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1070-ti-08g-p4-5670-kr/p/N82E16814487386?Item=9SIAE8D9AT0461
EVGA,EVGA GeForce GTX 1060 6GB FTW DT GAMING ACX 3.0| | 6GB GDDR5| LED| DX12 OSD Support (PXOC)| 06G-P4-6266-KR,$489.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1060-06g-p4-6266-kr/p/N82E16814487274?Item=9SIAE8DBB29170
ASUS,ASUS Turbo GeForce GTX 1070 TURBO-GTX1070-8G 8GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card,$599.00,Free Shipping,https://www.newegg.com/asus-geforce-gtx-1070-turbo-gtx1070-8g/p/N82E16814126112?Item=9SIAE8D9FK6861
EVGA,EVGA GeForce GTX 1060 FTW+ Gaming DirectX 12 03G-P4-6367-KR 3GB 192-Bit GDDR5 PCI Express 3.0 FTW+ GAMING ACX 3.0 Video Card,$350.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1060-ftw-gaming-03g-p4-6367-kr/p/N82E16814487272?Item=9SIAE8D8J49161
EVGA,EVGA GeForce GTX 1070 FTW DT  GAMING ACX 3.0| 8GB GDDR5| RGB LED| 10CM FAN| 10 Power Phases| DX12| 08G-P4-6274-KR,$625.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1070-08g-p4-6274-kr/p/N82E16814487262?Item=9SIAE8D8EV4540
EVGA,EVGA GeForce 210 DirectX 10.1 01G-P3-1313-KR 1GB 64-Bit DDR3 PCI Express 2.0 HDCP Ready Low Profile Ready Video Card,$42.14,Free Shipping,https://www.newegg.com/evga-geforce-210-01g-p3-1313-kr/p/N82E16814130606?Item=9SIAFJ8A0H2535
EVGA,EVGA GeForce GT 1030 DirectX 12 02G-P4-6338-KR 2GB 64-Bit GDDR5 PCI Express 3.0 Video Card,$98.76,Free Shipping,https://www.newegg.com/evga-geforce-gt-1030-02g-p4-6338-kr/p/N82E16814487373?Item=9SIAFJ8A151435
EVGA,EVGA GeForce GTX 1080 FTW DT GAMING ACX 3.0| 8GB GDDR5X| RGB LED| 10CM FAN| 10 Power Phases| DX12| 08G-P4-6284-KR,$860.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1080-08g-p4-6284-kr/p/N82E16814487252?Item=9SIAE8D8A70787
EVGA,EVGA GeForce GTX 1070 HYBRID GAMING| 08G-P4-6178-KR| 8GB GDDR5| LED| All-In-One Watercooling| DX12 OSD Support (PXOC),$549.99,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1070-08g-p4-6178-kr/p/N82E16814487281?Item=9SIAAZUBFY8680
EVGA,EVGA GeForce GTX 1080 SC2 GAMING iCX| 08G-P4-6583-KR| 8GB GDDR5X| 9 Thermal Sensors| Asynchronous Fan Control| Thermal Display LED System| Optimized Airflow Fin Design| Die Cast/Form Fitted Baseplate,$859.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1080-08g-p4-6583-kr/p/N82E16814487318?Item=9SIAE8D8H24435
ASUS,ASUS GeForce GTX 1070 Founders Edition| GTX1070-8G,$620.00,Free Shipping,https://www.newegg.com/asus-geforce-gtx-1070-fe-gtx1070-8g/p/N82E16814126104?Item=9SIAE8D8KA3948
ASUS,ASUS GeForce GTX 1080 TI 11GB GDDR5X Founders Edition VR Ready 5K HD Gaming HDMI DisplayPort PCIe Graphics Card (GTX1080TI-FE),$1090.00,Free Shipping,https://www.newegg.com/asus-geforce-gtx-1080-ti-fe-gtx1080ti-fe/p/N82E16814126185?Item=9SIAE8D8EG9319
ZOTAC,ZOTAC GAMING GeForce RTX 2070 SUPER MINI 8GB GDDR6 256-bit 14 Gbps Gaming Graphics Card| IceStorm 2.0| Super Compact| ZT-T20710E-10M,$553.44,$12.99 Shipping,https://www.newegg.com/zotac-geforce-rtx-2070-super-zt-t20710e-10m/p/N82E16814500477?Item=9SIAFVFAX99729
None,MAXSUN GeForce GT 730 DirectX 12 730HH4G 4GB 128-Bit DDR3 PCI Express 2.0 x16 Standard ATX Video Card HDMI+DVI+VGA,$84.99,$3.94 Shipping,https://www.newegg.com/maxsun-geforce-gt-730-gt-730-hh4g/p/1FT-009J-00021?Item=9SIAGKC9V57604
EVGA,EVGA GT 710 2GB DDR3 64bit Single Slot| Dual DVI 02G-P3-2717-KR,$59.84,Free Shipping,https://www.newegg.com/evga-geforce-gt-710-02g-p3-2717-kr/p/1FT-001K-00386?Item=9SIAFJ8A0J0130
MSI,MSI GeForce GTX 1650 SUPER DirectX 12 GTX 1650 Super AERO ITX OC 4GB 128-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready ITX Video Card,$187.49,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1650-super-gtx-1650-super-aero-itx-oc/p/N82E16814137486?Item=9SIAN0MBC21993
GIGABYTE,GIGABYTE GeForce GTX 1070 DirectX 12 GV-N1070G1 GAMING-8GD R2 256-Bit GDDR5 PCI Express 3.0 x16 SLI Support ATX Video Card,$625.00,Free Shipping,https://www.newegg.com/gigabyte-geforce-gtx-1070-gv-n1070g1-gaming-8gd-r2/p/N82E16814125871?Item=9SIAE8D8XD1751
ASUS,ASUS GeForce RTX 2060 SUPER Overclocked 8G EVO GDDR6 Dual-Fan Edition VR Ready HDMI DisplayPort DVI Graphics Card (DUAL-RTX2060S-O8G-EVO),$560.00,Free Shipping,https://www.newegg.com/asus-geforce-rtx-2060-super-dual-rtx2060s-o8g-evo/p/N82E16814126334?Item=9SIAEUYAEG6274
EVGA,EVGA GeForce GTX 960 04G-P4-3969-KR 4GB FTW GAMING w/ACX 2.0+| Whisper Silent Cooling w/ Free Installed Backplate Graphics Card,$368.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-960-04g-p4-3969-kr/p/N82E16814487164?Item=9SIAE8D8DW6913
EVGA,EVGA GeForce GTX 970 04G-P4-2974-KR 4GB SC GAMING w/ACX 2.0| Silent Cooling Graphics Card,$445.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-970-04g-p4-2974-kr/p/N82E16814487076?Item=9SIAE8D97E3522
ASUS,ASUS Turbo GeForce RTX 2060 SUPER TURBO-RTX2060S-8G-EVO 8GB 256-Bit GDDR6 PCI Express 3.0 HDCP Ready Video Card,$570.00,Free Shipping,https://www.newegg.com/asus-geforce-rtx-2060-super-turbo-rtx2060s-8g-evo/p/N82E16814126343?Item=9SIAEUYAEJ4690
EVGA,EVGA GeForce GTX 970 04G-P4-2978-KR 4GB FTW GAMING w/ACX 2.0| Silent Cooling Graphics Card,$480.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-970-04g-p4-2978-kr/p/N82E16814487077?Item=9SIAE8D8A35486
MSI,MSI GeForce GTX 1080 DirectX 12 GTX 1080 GAMING 8G 8GB 256-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card,$860.00,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1080-gtx-1080-gaming-8g/p/N82E16814127950?Item=9SIAE8D8N48604
EVGA,EVGA GeForce GTX 1080 Ti FTW3 GAMING| 11G-P4-6696-KR| 11GB GDDR5X| iCX Technology - 9 Thermal Sensors & RGB LED G/P/M (OEM Edition),$949.99,$45.00 Shipping,https://www.newegg.com/evga-geforce-gtx-1080-ti-11g-p4-6696-kr/p/1FT-001K-00716?Item=9SIAGKCB5K3406
MSI,MSI GeForce GT 1030 DirectX 12 GT 1030 2G LP OC 2GB 64-Bit GDDR5 PCI Express 3.0 x16 (uses x4) HDCP Ready Low Profile Video Card,$95.95,Free Shipping,https://www.newegg.com/msi-geforce-gt-1030-gt-1030-2g-lp-oc/p/N82E16814137139?Item=9SIAFJ8B1H4617
EVGA,EVGA GeForce GTX 1650 XC Black GAMING Video Card| 04G-P4-1151-KR| 4GB GDDR5,$171.56,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1650-04g-p4-1151-kr/p/N82E16814487443?Item=9SIA2F897M0783
MSI,MSI GeForce GTX 1080 DirectX 12 GTX 1080 GAMING X 8G 8GB 256-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card,$860.00,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1080-gtx-1080-gaming-x-8g/p/N82E16814127943?Item=9SIAE8D8JA7922
EVGA,EVGA GeForce GTX 960 02G-P4-2966-KR 2GB SSC GAMING w/ACX 2.0+| Whisper Silent Cooling Graphics Card,$299.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-960-02g-p4-2966-kr/p/N82E16814487091?Item=9SIAE8D8E43411
EVGA,EVGA GeForce GTX 970 DirectX 12 04G-P4-3973-KR 4GB 256-Bit GDDR5 PCI Express 3.0 x16 SLI Support Video Card,$469.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-970-04g-p4-3973-kr/p/N82E16814487136?Item=9SIAE8D89K2206
GIGABYTE,GIGABYTE GeForce GTX 1080 G1 Gaming GV-N1080G1 GAMING-8GD Video Card,$860.00,Free Shipping,https://www.newegg.com/gigabyte-geforce-gtx-1080-gv-n1080g1-gaming-8gd/p/N82E16814125869?Item=9SIAE8D8FH9656
EVGA,EVGA GeForce GTX 970 04G-P4-1970-KR 4GB 256-Bit GDDR5 PCI Express 3.0 G-SYNC Support Video Card,$449.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-970-04g-p4-1970-kr/p/N82E16814487069?Item=9SIAE8D8CH3779
ASUS,ASUS ROG GeForce GTX 1060 STRIX-GTX1060-6G-GAMING 6GB 192-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card,$489.00,Free Shipping,https://www.newegg.com/asus-geforce-gtx-1060-strix-gtx1060-6g-gaming/p/N82E16814126114?Item=9SIAE8DAPC7318
EVGA,EVGA GeForce GTX 970 04G-P4-2972-KR 4GB GAMING w/ACX 2.0| Silent Cooling Graphics Card,$480.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-970-04g-p4-2972-kr/p/N82E16814487075?Item=9SIAE8D89K2203
EVGA,EVGA SuperClocked 02G-P4-2765-KR G-SYNC Support GeForce GTX 760 2GB 256-bit GDDR5 PCI Express 3.0 SLI Support w/ EVGA ACX Cooler Video Card,$299.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-760-02g-p4-2765-kr/p/N82E16814130932?Item=9SIAE8D93T0767
MSI,MSI GeForce GTX 1080 DirectX 12 GTX 1080 ARMOR 8G OC 8GB 256-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card,$799.00,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1080-gtx-1080-armor-8g-oc/p/N82E16814127945?Item=9SIAE8D8FE7722
ZOTAC,ZOTAC GeForce GTX 1070 Mini| ZT-P10700G-10M| 8GB GDDR5,$620.00,Free Shipping,https://www.newegg.com/zotac-geforce-gtx-1070-zt-p10700g-10m/p/N82E16814500408?Item=9SIAE8DA238018
MSI,MSI GeForce GTX 1080 DirectX 12 GTX 1080 SEA HAWK EK X 8GB 256-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card,$840.00,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1080-gtx-1080-sea-hawk-ek-x/p/N82E16814127952?Item=9SIAE8DB6E1823
EVGA,EVGA GeForce GTX 1650 XC GAMING Video Card| 04G-P4-1153-KR| 4GB GDDR5,$173.93,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1650-04g-p4-1153-kr/p/N82E16814487444?Item=9SIAFJ8B1C6246
EVGA,EVGA GeForce GTX 960 02G-P4-2962-KR 2GB SC GAMING| Only 6.8 inches| Perfect for mITX Build Graphics Card,$299.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-960-02g-p4-2962-kr/p/N82E16814487093?Item=9SIAE8D8A45694
MSI,MSI GeForce GTX 1650 DirectX 12 GTX 1650 D6 AERO ITX OC 4GB 128-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready ITX Video Card,$170.49,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1650-gtx-1650-d6-aero-itx-oc/p/N82E16814137530?Item=9SIAN0MBM84031
None,MINGYING GeForce GTX 1060 DirectX 12 GeForce GTX 1060 3GBD5 3GB 192-Bit GDDR5 PCI Express 3.0 x16 Video Cards HDMI DP DVI Graphics Card,$209.89,Free Shipping,https://www.newegg.com/mingying-geforce-gtx-1060-gtx-1060-3gb-gddr5/p/1FT-009P-00003?Item=9SIADJRBG86988
None,MAXSUN GeForce GT 1030 Low Profile 2GB 64-Bit GDDR5 Support 4K DirectX 12 Shader Model 5.0 OpenGL 4.5,$109.89,Free Shipping,https://www.newegg.com/maxsun-geforce-gt-1030-gt-1030-hh-2g-m-3/p/1FT-009J-00024?Item=9SIADJRBG87002
GIGABYTE,GIGABYTE GeForce GTX 1070 8GB WINDFORCE OC| GV-N1070WF2OC-8GD R2,$620.00,Free Shipping,https://www.newegg.com/gigabyte-geforce-gtx-1070-gv-n1070wf2oc-8gd-r2/p/N82E16814125875?Item=9SIAE8D8U56757
EVGA,EVGA GeForce GTX 960 04G-P4-3966-KR 4GB SSC GAMING w/ACX 2.0+| Whisper Silent Cooling w/ Free Installed Backplate Graphics Card,$368.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-960-04g-p4-3966-kr/p/N82E16814487128?Item=9SIAE8D8E43358
Corn Electronics,CORN GTX 650 1GB 128-Bit GDDR5 Graphic Card Video Card GPU GTX650-DCO-1GD5  DirectX 11 PCI Express 3.0 HDCP DVI/VGA/Mini HDMI,$74.99,Free Shipping,https://www.newegg.com/corn-electronics-nvidia-geforce-gtx-650/p/1FT-0040-00001?Item=9SIA4RE5UR7417
MSI,MSI GeForce GTX 1080 DirectX 12 GTX 1080 AERO 8G OC 8GB 256-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card,$850.00,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1080-gtx-1080-aero-8g-oc/p/N82E16814127944?Item=9SIAE8D8NB8178
ASUS,ASUS Turbo GeForce GTX 1060 TURBO-GTX1060-6G 6GB 192-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card,$489.00,Free Shipping,https://www.newegg.com/asus-geforce-gtx-1060-turbo-gtx1060-6g/p/N82E16814126115?Item=9SIAE8D9YW0020
ZOTAC,ZOTAC GeForce GTX 1060 DirectX 12 ZT-P10620A-10M 6GB 192-Bit GDDR5X PCI Express 3.0 HDCP Ready Video Card,$489.00,Free Shipping,https://www.newegg.com/zotac-geforce-gtx-1060-zt-p10620a-10m/p/N82E16814500454?Item=9SIAE8DA020167
MSI,MSI GeForce GTX 1080 FE DirectX 12 GEFORCE GTX 1080 Founders Edition 8GB 256-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,$829.00,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1080-fe-geforce-gtx-1080-founders-edition/p/N82E16814127940?Item=9SIAE8DANM5064
ASUS,ASUS ROG GeForce GTX 1060 STRIX-GTX1060-O6G-GAMING 6GB 192-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card,$489.00,Free Shipping,https://www.newegg.com/asus-geforce-gtx-1060-strix-gtx1060-o6g-gaming/p/N82E16814126113?Item=9SIAE8DAK02220
ZOTAC,ZOTAC GeForce GTX 1080 AMP! Extreme| ZT-P10800B-10P| 8GB GDDR5X IceStorm Cooling| Metal Wraparound Carbon ExoArmor exterior| Dual-blade EKO Fan| Spectra Lighting| PowerBoost| FREEZE fan stop,$850.00,Free Shipping,https://www.newegg.com/zotac-geforce-gtx-1080-zt-p10800b-10p/p/N82E16814500399?Item=9SIAE8D8NS3598
GIGABYTE,GIGABYTE GeForce GTX 1080 DirectX 12 GV-N1080WF3OC-8GD 8GB 256-Bit GDDR5X PCI Express 3.0 x16 SLI Support ATX Video Card,$829.00,Free Shipping,https://www.newegg.com/gigabyte-geforce-gtx-1080-gv-n1080wf3oc-8gd/p/N82E16814125880?Item=9SIAE8D8FH9659
MSI,MSI GeForce GT 1030 DirectX 12 GT 1030 2GH LP OC 2GB 64-Bit GDDR5 PCI Express 3.0 x16 (uses x4) HDCP Ready Low Profile Video Card,$99.40,Free Shipping,https://www.newegg.com/msi-geforce-gt-1030-gt-1030-2gh-lp-oc/p/N82E16814137140?Item=9SIAFJ8B5P5990
MSI,MSI GeForce GT 710 2GB DirectX 12 GT 710 2GD3 LP 64-Bit DDR3 PCI Express 2.0 HDCP Ready Low Profile Video Graphics Card,$61.33,Free Shipping,https://www.newegg.com/msi-geforce-gt-710-gt-710-2gd3-lp/p/1FT-0009-000Y5?Item=9SIAFJ8A0T7239
GIGABYTE,GIGABYTE GeForce GTX 1080 DirectX 12 GV-N1080TTOC-8GD 8GB 256-Bit GDDR5X PCI Express 3.0 x16 SLI Support ATX Turbo OC Video Card,$859.00,Free Shipping,https://www.newegg.com/gigabyte-geforce-gtx-1080-gv-n1080ttoc-8gd/p/N82E16814125908?Item=9SIAE8D8MF9753
EVGA,EVGA GeForce GTX 1650 SC ULTRA GAMING| 04G-P4-1057-KR| 4GB GDDR5| Dual Fan| Metal Backplate,$183.55,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1650-04g-p4-1057-kr/p/N82E16814487449?Item=9SIAFJ8B1C6264
EVGA,EVGA 01G-P3-1556-KR GeForce GTX 550 Ti (Fermi) FPB 1GB 192-bit GDDR5 PCI Express 2.0 x16 HDCP Ready SLI Support Video Card,$199.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-550-ti-01g-p3-1556-kr/p/N82E16814130625?Item=9SIAE8D8351931
Corn Electronics,CORN GTX750 Ti 2GB 128Bit GDDR5 Graphic Card Video Card GPU DirectX 12 PCI Express3.0 x16 DVI-D/VGA/HDMI,$104.99,Free Shipping,https://www.newegg.com/p/1FT-0040-00006?Item=9SIA4RE76R2416
EVGA,EVGA GeForce GTX 960 04G-P4-3967-KR 4GB SSC GAMING w/ACX 2.0+| Whisper Silent Cooling w/ Free Installed Backplate Graphics Card,$399.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-960-04g-p4-3967-kr/p/N82E16814487155?Item=9SIAE8D8DW6914
ASUS,ASUS GeForce GTX 970 TURBO-GTX970-OC-4GD5 4GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card,$419.00,Free Shipping,https://www.newegg.com/asus-geforce-gtx-970-turbo-gtx970-oc-4gd5/p/N82E16814121926?Item=9SIAE8DAM72884
EVGA,EVGA GeForce GTX 960 04G-P4-3962-KR 4GB SC GAMING| Only 6.8 inches| Perfect for mITX Build Graphics Card,$399.00,Free Shipping,https://www.newegg.com/evga-geforce-gtx-960-04g-p4-3962-kr/p/N82E16814487133?Item=9SIAE8D8NK3550
